featuresID,propertyType,bathrooms,bedrooms,architectureType,cooling,coolingType,exteriorType,fireplace,fireplaceType,floorCount,foundationType,garage,garageType,garageSpaces,heating,heatingType,roofType,roomCount,unitCount,pool,poolType,viewType
1,Single Family,2.0,3.0,Ranch,True,Central,OTHER,True,Unknown,1.0,Footing,True,Detached,0.0,True,Forced Air,Composition Shingle,0.0,0.0,Unknown,Unknown,Unknown
2,Unknown,0.0,0.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
3,Single Family,4.0,4.0,Unkown,True,Central,OTHER,True,Prefab,2.0,OTHER,True,Attached,2.0,True,Forced Air,Composition Shingle,10.0,1.0,Unknown,Unknown,Unknown
4,Single Family,1.5,4.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,True,Unknown,0.0,Unknown,Unknown,Unknown,7.0,1.0,Unknown,Unknown,Unknown
5,Condo,2.0,4.0,Condo / Apartment,True,Central,Aluminum / Vinyl Siding,Unknown,Unknown,1.0,Slab / Mat / Raft,Unknown,Unknown,0.0,True,Forced Air,Composition Shingle,6.0,0.0,Unknown,Unknown,Unknown
6,Single Family,2.0,3.0,Unkown,True,Central,Vinyl,True,Unknown,1.0,Block,True,Attached,0.0,True,Central,Composition Shingle,0.0,0.0,Unknown,Unknown,Unknown
7,Single Family,2.5,5.0,Ranch,True,Central,Brick,True,Unknown,1.0,Unknown,True,Attached,2.0,True,Central,Asphalt,12.0,1.0,Unknown,Unknown,Unknown
8,Single Family,2.0,3.0,Unkown,True,Commercial,Unknown,True,Unknown,1.0,Unknown,True,Garage,0.0,Unknown,Unknown,Unknown,6.0,1.0,Unknown,Unknown,Unknown
9,Single Family,3.5,0.0,Colonial,True,Central,Brick,True,Unknown,2.0,OTHER,True,Mixed,2.0,True,Central,Slate,7.0,1.0,Unknown,Unknown,Unknown
10,Single Family,6.0,5.0,Unkown,True,Unknown,Stucco,True,Unknown,3.0,Unknown,Unknown,Unknown,0.0,True,Forced Air,Built-up,0.0,1.0,Unknown,Unknown,Unknown
11,Duplex-Triplex,4.0,0.0,Triplex,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,True,Garage,0.0,Unknown,Unknown,Unknown,0.0,3.0,Unknown,Unknown,Unknown
12,Single Family,2.0,3.0,Unkown,True,Central,Unknown,Unknown,Unknown,1.0,Unknown,True,Garage,2.0,True,Central,Unknown,0.0,1.0,Unknown,Unknown,Unknown
13,Single Family,1.5,4.0,Colonial,True,Commercial,Aluminum / Vinyl Siding,True,Unknown,2.0,Block,True,Mixed,0.0,True,Forced Air,Shingle,8.0,1.0,Unknown,Unknown,Unknown
14,Manufactured,0.0,0.0,Mobile Home,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,True,Garage,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
15,Single Family,2.0,3.0,Conventional,True,Central,Stone,True,Masonry,2.0,Unknown,True,Basement,1.0,True,Forced Air,Unknown,8.0,1.0,Unknown,Unknown,Unknown
16,Single Family,1.0,4.0,Conventional,True,Central,Aluminum / Vinyl Siding,True,Single,2.0,Unknown,True,Detached,5.0,True,Baseboard,Unknown,8.0,1.0,Unknown,Unknown,Unknown
17,Condo,1.0,2.0,Conventional,True,Central,Aluminum / Vinyl Siding,True,Unknown,2.0,Unknown,Unknown,Unknown,0.0,True,Gas,Unknown,4.0,1.0,Unknown,Unknown,Unknown
18,Single Family,1.0,0.0,Unkown,True,Central,Unknown,Unknown,Unknown,1.0,Unknown,True,Garage,1.0,Unknown,Unknown,Unknown,0.0,1.0,Unknown,Unknown,Unknown
19,Single Family,1.0,3.0,Ranch / Rambler,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,5.0,1.0,Unknown,Unknown,Unknown
20,Single Family,2.0,3.0,Ranch,True,Central,Block,True,Prefab,1.0,Unknown,Unknown,Unknown,0.0,True,Forced Air,Unknown,7.0,1.0,Unknown,Unknown,Unknown
21,Single Family,1.0,0.0,Unkown,Unknown,Unknown,Wood Shingle,Unknown,Unknown,1.0,Wood,True,Detached,0.0,True,Floor / Wall,Unknown,0.0,0.0,Unknown,Unknown,Unknown
22,Condo,2.0,2.0,Condo / Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,1.0,Unknown,Unknown,Unknown
23,Single Family,2.0,3.0,Unkown,True,Central,Brick Veneer,True,Unknown,1.0,Slab / Mat / Raft,True,Attached,0.0,True,Central,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
24,Single Family,3.5,3.0,Unkown,True,Central,Unknown,True,Unknown,1.0,Unknown,True,Garage,0.0,True,Central,Unknown,7.0,1.0,Unknown,Unknown,Unknown
25,Single Family,2.0,3.0,Contemporary,True,Central,Combination,Unknown,Unknown,1.0,Slab / Mat / Raft,True,Attached,0.0,True,Forced Air,Asphalt,5.0,1.0,Unknown,Unknown,Unknown
26,Single Family,1.0,4.0,Cape Cod,Unknown,Unknown,Aluminum / Vinyl Siding,Unknown,Unknown,2.0,Slab / Mat / Raft,True,Detached,1.0,True,Forced Air,Asphalt,6.0,1.0,Unknown,Unknown,Unknown
27,Condo,1.0,2.0,Log Cabin / Rustic,Unknown,Unknown,Aluminum / Vinyl Siding,True,Unknown,1.0,Unknown,Unknown,Unknown,0.0,True,Central,Unknown,10.0,2.0,Unknown,Unknown,Unknown
28,Single Family,3.0,0.0,Unkown,True,Central,Brick,True,Unknown,2.0,Unknown,True,Attached Garage,2.0,True,Central,Unknown,0.0,0.0,Unknown,Unknown,Unknown
29,Single Family,2.0,0.0,Unkown,True,Commercial,Aluminum / Vinyl Siding,Unknown,Unknown,2.0,"Footing, Continuous / Strip",Unknown,Unknown,0.0,True,Central,Asphalt,0.0,1.0,Unknown,Unknown,Unknown
30,Single Family,2.0,3.0,Traditional,True,Commercial,Combination,True,Unknown,1.0,Stone,Unknown,Unknown,0.0,True,Forced Air,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
31,Single Family,3.5,4.0,Unkown,True,Central,Concrete Block,Unknown,Unknown,0.0,Slab / Mat / Raft,True,Garage,0.0,True,Central,Unknown,8.0,0.0,Unknown,Unknown,Unknown
32,Single Family,2.5,0.0,Unkown,True,Commercial,Aluminum / Vinyl Siding,Unknown,Unknown,1.0,Slab / Mat / Raft,True,Garage,0.0,True,Unknown,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
33,Single Family,2.0,3.0,Bungalow,True,Central,Masonry,Unknown,Unknown,1.0,Unknown,True,Detached Garage,1.0,Unknown,Unknown,Shingle (Not Wood),0.0,1.0,Unknown,Unknown,Unknown
34,Single Family,2.5,4.0,Contemporary,True,Central,Wood,Unknown,Unknown,2.0,Slab / Mat / Raft,True,Attached,1.0,True,Forced Air,Asphalt,8.0,1.0,Unknown,Unknown,Unknown
35,Single Family,1.0,2.0,Ranch / Rambler,Unknown,Unknown,Aluminum / Vinyl Siding,Unknown,Unknown,1.0,Unknown,Unknown,Unknown,0.0,True,Forced Air,Unknown,5.0,1.0,Unknown,Unknown,Unknown
36,Single Family,1.0,2.0,Unkown,Unknown,Unknown,Wood,True,Unknown,1.0,Masonry,Unknown,Unknown,0.0,True,Unknown,Asphalt,4.0,1.0,Unknown,Unknown,Unknown
37,Single Family,1.0,2.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,3.0,0.0,Unknown,Unknown,Unknown
38,Condo,1.5,2.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
39,Single Family,3.0,4.0,Unkown,True,Central,Brick,True,Unknown,2.0,Slab / Mat / Raft,True,Attached,2.0,True,Central,Wood,0.0,1.0,Unknown,Unknown,Unknown
40,Condo,2.5,0.0,Condo / Apartment,True,Commercial,Unknown,Unknown,Unknown,2.0,Unknown,True,Garage,0.0,True,Forced Air,Unknown,0.0,0.0,Unknown,Unknown,Unknown
41,Apartment,3.0,12.0,Two Family,True,Commercial,Brick / Stone,Unknown,Unknown,3.0,Unknown,True,Detached,3.0,Unknown,Unknown,Roll Tar & Gravel,0.0,3.0,Unknown,Unknown,Unknown
42,Single Family,1.0,3.0,Unkown,True,Evaporative,Brick Veneer,Unknown,Unknown,1.0,Slab / Mat / Raft,True,Attached,0.0,True,Unknown,Built-up (Layered Asphalt),0.0,1.0,Unknown,Unknown,Unknown
43,Single Family,1.0,3.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
44,Single Family,2.0,3.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
45,Single Family,2.0,3.0,Ranch,True,Commercial,Aluminum / Vinyl Siding,Unknown,Unknown,1.0,Concrete Block,Unknown,Unknown,0.0,True,Forced Air,Composition Shingle,6.0,0.0,Unknown,Unknown,Unknown
46,Duplex-Triplex,0.0,0.0,Triplex,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,3.0,Unknown,Unknown,Unknown
47,Single Family,2.0,3.0,Unkown,Unknown,Unknown,Brick,Unknown,Unknown,1.0,Unknown,True,Carport,0.0,True,Forced Air,Unknown,5.0,0.0,Unknown,Unknown,Unknown
48,Land,0.0,0.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
49,Single Family,0.0,0.0,Unkown,True,Package,Brick,Unknown,Unknown,1.0,Footing,True,Carport,1.0,True,Heat Pump,Unknown,0.0,0.0,Unknown,Unknown,Unknown
50,Single Family,3.0,3.0,Conventional,True,Central,Brick,True,Unknown,1.0,Raised,Unknown,Unknown,0.0,True,Forced Air,Asphalt,0.0,1.0,Unknown,Unknown,Unknown
51,Single Family,3.0,4.0,Unkown,True,Refrigeration,Wood,Unknown,Unknown,2.0,Unknown,True,Garage,2.0,True,Gravity,Other,0.0,1.0,True,Community Pool,Unknown
52,Single Family,2.5,3.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
53,Duplex-Triplex,1.0,1.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
54,Condo,1.5,1.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
55,Single Family,1.0,1.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
56,Single Family,3.0,4.0,Unkown,Unknown,Unknown,Concrete,Unknown,Unknown,0.0,OTHER,True,Attached,0.0,True,Heat Pump,Gravel,0.0,0.0,Unknown,Unknown,Unknown
57,Apartment,1.0,2.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
58,Single Family,2.0,4.0,Unkown,True,Central,Unknown,True,Unknown,1.0,Unknown,True,Attached Garage,2.0,True,Central,Tile,0.0,1.0,True,Unknown,Unknown
59,Single Family,1.0,0.0,Unkown,True,Commercial,Unknown,Unknown,Unknown,0.0,Masonry,Unknown,Unknown,0.0,True,Forced Air,Asphalt,5.0,0.0,Unknown,Unknown,Unknown
60,Single Family,3.0,4.0,Unkown,True,Central,Concrete Block,True,Masonry,2.0,Unknown,True,Attached,3.0,True,Central,Asphalt,4.0,1.0,True,Unknown,Unknown
61,Single Family,1.0,6.0,Unkown,True,Unknown,Unknown,True,Unknown,2.0,Unknown,True,Unknown,0.0,True,Radiant,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
62,Single Family,1.0,2.0,Ranch,Unknown,Unknown,Aluminum / Vinyl Siding,True,Unknown,1.0,Unknown,True,Carport,3.0,True,Floor / Wall,Composition Shingle,4.0,1.0,Unknown,Unknown,Unknown
63,Apartment,1.0,4.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
64,Condo,1.0,1.0,Conventional,True,Commercial,Brick,True,Unknown,1.0,Unknown,True,Garage,1.0,True,Forced Air,Composition Shingle,3.0,0.0,Unknown,Unknown,Unknown
65,Condo,2.5,3.0,Unkown,Unknown,Unknown,OTHER,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,0.0,True,Hot Water,Unknown,6.0,0.0,Unknown,Unknown,Unknown
66,Single Family,3.5,3.0,Unkown,True,Central,Unknown,True,Unknown,2.0,Unknown,True,Attached,4.0,True,Central,Unknown,11.0,0.0,Unknown,Unknown,Unknown
67,Single Family,2.0,2.0,Unkown,Unknown,Unknown,Combination,True,Unknown,1.0,Concrete,True,Detached Garage,1.0,True,Wood Burning,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
68,Single Family,1.0,2.0,Unkown,True,Commercial,Wood,Unknown,Unknown,1.0,Slab / Mat / Raft,True,Detached,2.0,Unknown,Unknown,Shingle,0.0,1.0,Unknown,Unknown,Unknown
69,Condo,0.0,0.0,Condo / Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
70,Condo,2.5,3.0,Other,True,Commercial,Aluminum / Vinyl Siding,Unknown,Unknown,2.0,Slab / Mat / Raft,True,Mixed,1.0,True,Forced Air,Shingle,7.0,1.0,Unknown,Unknown,Unknown
71,Single Family,3.0,4.0,Unkown,True,Central,Aluminum / Vinyl Siding,Unknown,Unknown,2.0,Unknown,True,Attached,0.0,True,Forced Air,Composition Shingle,8.0,1.0,Unknown,Unknown,Unknown
72,Condo,1.0,1.0,Condo / Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
73,Single Family,2.5,3.0,Traditional,True,Central,Wood,True,Masonry,3.0,Concrete,Unknown,Unknown,0.0,True,Central,Unknown,0.0,1.0,Unknown,Unknown,Unknown
74,Condo,1.5,3.0,Condo / Apartment,True,Central,Vinyl,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,0.0,True,Forced Air,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
75,Single Family,1.0,2.0,Unkown,Unknown,Unknown,Concrete Block,Unknown,Unknown,1.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Other,0.0,1.0,Unknown,Unknown,Unknown
76,Duplex-Triplex,2.0,4.0,Conventional,True,Commercial,Brick,True,Unknown,2.0,Unknown,True,Garage,0.0,True,Baseboard,Metal,0.0,1.0,Unknown,Unknown,Unknown
77,Single Family,1.5,2.0,Ranch,True,Commercial,Aluminum / Vinyl Siding,Unknown,Unknown,1.0,Raised,True,Attached,1.0,True,Gas,Unknown,5.0,1.0,Unknown,Unknown,Unknown
78,Single Family,2.0,0.0,Conventional,True,Central,Wood Frame / Siding,Unknown,Unknown,1.0,Wood,True,Carport,0.0,True,Central,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
79,Single Family,2.0,2.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
80,Single Family,2.0,4.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
81,Single Family,1.0,0.0,Unkown,True,Commercial,Brick Veneer,Unknown,Unknown,0.0,Slab / Mat / Raft,Unknown,Unknown,0.0,True,Unknown,Asphalt,5.0,0.0,Unknown,Unknown,Unknown
82,Single Family,2.0,0.0,Unkown,True,Evaporative,Brick Veneer,Unknown,Unknown,1.0,Slab / Mat / Raft,Unknown,Unknown,0.0,True,Unknown,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
83,Single Family,0.0,3.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Raised,Unknown,Unknown,0.0,True,Central,Asphalt,6.0,1.0,Unknown,Unknown,Unknown
84,Single Family,3.0,5.0,2+ Story,True,Central,Stucco,True,Unknown,2.0,Unknown,True,Built-in,1.0,True,Forced Air,Tile,8.0,1.0,True,Pool and Hot Tub / Spa,Unknown
85,Single Family,4.0,5.0,Ranch,True,Central,Brick Veneer,True,2 Story,2.0,Footing,True,Detached,2.0,True,Forced Air,Composition Shingle,0.0,0.0,Unknown,Unknown,Unknown
86,Single Family,3.0,3.0,Unkown,True,Central,Wood,Unknown,Unknown,2.0,Unknown,True,Attached,0.0,True,Central,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
87,Condo,0.0,0.0,Condo / Apartment,True,Commercial,Brick / Stone,Unknown,Unknown,1.0,Unknown,True,Carport,0.0,True,Unknown,Unknown,0.0,1.0,Unknown,Unknown,Average
88,Single Family,1.0,3.0,Ranch,Unknown,Unknown,Aluminum / Vinyl Siding,Unknown,Unknown,1.0,Unknown,Unknown,Unknown,0.0,True,Forced Air,Asphalt,0.0,1.0,Unknown,Unknown,Unknown
89,Apartment,1.0,1.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
90,Manufactured,0.0,0.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
91,Single Family,2.0,3.0,A-Frame,True,Commercial,Stucco,Unknown,Unknown,2.0,OTHER,True,Built-in,0.0,True,Forced Air,Shingle,0.0,1.0,Unknown,Unknown,Unknown
92,Single Family,0.0,0.0,Split Level,Unknown,Unknown,Stucco,Unknown,Unknown,2.0,Unknown,True,Attached,1.0,Unknown,Unknown,Unknown,0.0,1.0,Unknown,Unknown,Unknown
93,Single Family,2.0,0.0,Unkown,True,Central,Aluminum / Vinyl Siding,Unknown,Unknown,1.0,Footing,Unknown,Unknown,0.0,True,Central,Aluminum,0.0,0.0,Unknown,Unknown,Unknown
94,Single Family,2.0,0.0,Unkown,True,Central,Stucco,Unknown,Unknown,1.0,Footing,True,Garage,1.0,True,Forced Air,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
95,Single Family,1.0,3.0,Unkown,Unknown,Unknown,Stucco,True,Unknown,1.0,Raised,True,Garage,1.0,True,Unknown,Composition Shingle,5.0,1.0,Unknown,Unknown,Unknown
96,Single Family,2.0,0.0,Unkown,True,Central,Brick / Stone,Unknown,Unknown,1.0,Slab / Mat / Raft,True,Attached,0.0,True,Central,Fiberglass,0.0,0.0,Unknown,Unknown,Unknown
97,Condo,3.0,2.0,Condo / Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,True,Attached,0.0,Unknown,Unknown,Unknown,0.0,1.0,Unknown,Unknown,Unknown
98,Single Family,2.5,3.0,Unkown,Unknown,Unknown,OTHER,Unknown,Unknown,2.0,Raised,Unknown,Unknown,0.0,True,Baseboard,Composition Shingle,5.0,1.0,Unknown,Unknown,Unknown
99,Condo,2.5,3.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
100,Single Family,1.0,3.0,Ranch / Rambler,Unknown,Unknown,Metal,Unknown,Unknown,1.0,Concrete,True,Detached,0.0,True,Forced Air,Composition Shingle,5.0,1.0,Unknown,Unknown,Unknown
101,Single Family,2.0,3.0,Unkown,True,Central,Stucco,Unknown,Unknown,1.0,Slab / Mat / Raft,True,Garage,1.0,Unknown,Unknown,Tile,0.0,1.0,Unknown,Unknown,Unknown
102,Single Family,2.0,3.0,Unkown,True,Central,Unknown,True,Unknown,2.0,Unknown,True,Attached,2.0,True,Central,Asphalt,6.0,0.0,Unknown,Unknown,Unknown
103,Single Family,2.5,4.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
104,Duplex-Triplex,0.0,0.0,Duplex,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,2.0,Unknown,Unknown,Unknown
105,Single Family,2.0,4.0,Contemporary,True,Central,Wood,True,Unknown,1.0,Slab / Mat / Raft,True,Attached,1.0,True,Forced Air,Asphalt,5.0,1.0,Unknown,Unknown,Unknown
106,Single Family,1.5,3.0,Bi-Level,Unknown,Unknown,Aluminum / Vinyl Siding,Unknown,Unknown,1.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
107,Condo,1.0,1.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
108,Single Family,3.0,4.0,Unkown,True,Wall,Combination,True,Gas Log,0.0,Footing,True,Garage,0.0,True,Unknown,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
109,Single Family,3.0,6.0,Colonial,Unknown,Unknown,Wood Siding,True,Unknown,3.0,Unknown,True,Detached Garage,1.0,True,Hot Water,Shingle (Not Wood),9.0,1.0,Unknown,Unknown,Unknown
110,Single Family,0.0,0.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,1.0,Unknown,Unknown,Unknown
111,Single Family,3.0,5.0,Old Style,True,Central,Brick Veneer,True,2 Story,2.0,Concrete,True,Detached Garage,2.0,True,Forced Air,Composition Shingle,9.0,1.0,Unknown,Unknown,Unknown
112,Single Family,3.0,3.0,Condo / Apartment,True,Commercial,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,True,Central,Unknown,0.0,1.0,Unknown,Unknown,Unknown
113,Single Family,1.0,2.0,Conventional,True,Central,Brick,Unknown,Unknown,1.0,Raised,Unknown,Unknown,0.0,True,Heat Pump,Asphalt,6.0,0.0,Unknown,Unknown,Unknown
114,Single Family,1.0,2.0,Unkown,True,Commercial,Wood,Unknown,Unknown,1.0,Unknown,True,Detached,0.0,True,Forced Air,Asphalt,4.0,1.0,Unknown,Unknown,Unknown
115,Single Family,1.5,3.0,Bungalow,True,Central,Brick / Stone,Unknown,Unknown,1.0,Unknown,True,Detached,2.0,Unknown,Unknown,Shingle,0.0,1.0,Unknown,Unknown,Unknown
116,Condo,2.0,3.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
117,Single Family,5.0,5.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
118,Single Family,1.0,2.0,Ranch,Unknown,Unknown,Wood,Unknown,Unknown,1.0,Unknown,Unknown,Unknown,0.0,True,Unknown,Unknown,0.0,1.0,Unknown,Unknown,Unknown
119,Single Family,3.0,3.0,Conventional,True,Commercial,Wood,True,Unknown,1.0,Pier,True,Garage,3.0,True,Steam,Metal,0.0,1.0,Unknown,Unknown,Unknown
120,Condo,1.0,1.0,Condo / Apartment,True,Central,Stucco,True,Unknown,1.0,Unknown,True,Carport,1.0,True,Forced Air,Tile,3.0,1.0,True,Unknown,Unknown
121,Apartment,5.0,0.0,Condo / Apartment,Unknown,Unknown,Brick,Unknown,Unknown,2.0,Masonry,True,Garage,0.0,True,Forced Air,Composition Shingle,0.0,5.0,Unknown,Unknown,Unknown
122,Single Family,3.0,3.0,Unkown,True,Commercial,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,True,Central,Unknown,0.0,1.0,Unknown,Unknown,Unknown
123,Single Family,1.0,3.0,Unkown,Unknown,Unknown,Wood,Unknown,Unknown,1.0,OTHER,True,Carport,0.0,True,Gravity,Asphalt,5.0,0.0,Unknown,Unknown,Unknown
124,Condo,2.5,2.0,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown
125,Single Family,2.5,3.0,Unkown,True,Central,Unknown,Unknown,Unknown,2.0,Slab / Mat / Raft,True,Garage,2.0,True,Central,Unknown,0.0,0.0,Unknown,Unknown,Unknown
126,Single Family,4.5,5.0,Unkown,True,Central,Stucco,True,Unknown,2.0,Unknown,True,Built-in,0.0,True,Forced Air,Tile,9.0,1.0,Unknown,Unknown,Unknown
127,Single Family,1.0,2.0,Unkown,True,Central,Wood,Unknown,Unknown,1.0,Raised,True,Detached,0.0,Unknown,Unknown,Shingle,0.0,1.0,Unknown,Unknown,Unknown
128,Single Family,2.0,3.0,Contemporary,True,Central,Combination,Unknown,Unknown,1.0,Slab / Mat / Raft,True,Attached,0.0,True,Forced Air,Asphalt,6.0,1.0,Unknown,Unknown,Unknown
129,Single Family,2.0,3.0,Unkown,True,Central,Stucco,Unknown,Unknown,1.0,Unknown,True,Garage,0.0,True,Forced Air,Composition Shingle,0.0,1.0,Unknown,Unknown,Unknown
130,Condo,2.0,3.0,Condo / Apartment,Unknown,Unknown,Stucco,True,Unknown,1.0,Slab / Mat / Raft,True,Detached,1.0,True,Central,Tile,8.0,1.0,Unknown,Unknown,Unknown
131,Single Family,3.0,3.0,Colonial,True,Commercial,Aluminum / Vinyl Siding,True,Unknown,2.0,Unknown,True,Garage,0.0,True,Forced Air,Asphalt,8.0,1.0,Unknown,Unknown,Unknown
132,Single Family,2.5,4.0,Conventional,True,Central,Unknown,True,Masonry,2.0,Raised,True,Attached,2.0,True,Forced Air,Unknown,6.0,1.0,Unknown,Unknown,Unknown
133,Single Family,1.0,3.0,Contemporary,Unknown,Unknown,Wood,Unknown,Unknown,1.0,Pier,True,Carport,1.0,Unknown,Unknown,Built-up,5.0,1.0,Unknown,Unknown,Unknown
134,Single Family,2.0,3.0,Unkown,True,Central,Brick Veneer,True,Unknown,1.0,Slab / Mat / Raft,True,Attached,0.0,True,Central,Composition Shingle,0.0,0.0,Unknown,Unknown,Unknown
135,Single Family,1.0,3.0,Conventional,True,Central,Aluminum / Vinyl Siding,Unknown,Unknown,1.0,Unknown,Unknown,Unknown,0.0,True,Forced Air,Unknown,5.0,1.0,Unknown,Unknown,Unknown
